,CityState,University,Uni CityState,Distance,Closest,City,City Lat,City Lng,Distance_Text,State,Time,Time_Text,Uni Lat,Uni Lng,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Employment Labor Force,Employment Unemployed,Employment Male Computer Engineering,Employment Female Computer Engineering,Median Age,Median Male Age,Median Female Age,Household Income,Income Per Capita,Median Gross Rent,Median Home Value,Impressions,CPC,CTR,Cost
25663,"TENNILLE, GA",GTECH,"SAVANNAH, GA",115.633230303944,1,TENNILLE,32.850766,-82.860314,132 mi,GA,7446.0,2 hours 4 mins,32.0835,-81.0998,4696.0,2037.0,2544.0,0.0,23.0,246.0,56.0,942.0,224.0,135.0,255.0,89.0,7.0,0.0,1342.0,1989.0,223.0,58.0,27.0,34.8,31.7,37.9,33534.0,16456.0,619.0,74100.0,0.45,1.89,0.041,0.03
25723,"THE ROCK, GA",GTECH,"ATLANTA, GA",54.8866645307633,1,THE ROCK,32.987673,-84.258191,72.9 mi,GA,5247.0,1 hour 27 mins,33.7756178,-84.396285,484.0,455.0,19.0,0.0,0.0,0.0,10.0,127.0,44.0,17.0,19.0,24.0,0.0,0.0,99.0,248.0,17.0,18.0,0.0,49.7,52.8,49.2,46473.0,22477.0,,124700.0,,,,
25731,"THEODORE, AL",GTECH,"ATLANTA, GA",315.110856749708,1,THEODORE,30.5208395,-88.173711,,AL,,,33.7756178,-84.396285,25500.0,19283.0,4812.0,158.0,210.0,674.0,248.0,5398.0,1052.0,1258.0,1827.0,525.0,165.0,44.0,4427.0,12154.0,1248.0,244.0,60.0,37.5,38.6,36.9,42853.0,20742.0,712.0,117300.0,0.46,0.46,0.09,0.02
25749,"THOMASTON, AL",GTECH,"ATLANTA, GA",213.616883097284,1,THOMASTON,32.24778,-87.597839,,AL,,,33.7756178,-84.396285,563.0,263.0,289.0,11.0,0.0,0.0,3.0,229.0,22.0,16.0,31.0,39.0,2.0,0.0,90.0,232.0,6.0,2.0,0.0,53.6,53.9,52.4,30461.0,22448.0,438.0,58600.0,,,,
25751,"THOMASTON, GA",GTECH,"ATLANTA, GA",61.8971022271948,1,THOMASTON,32.879167,-84.330566,81.0 mi,GA,5876.0,1 hour 38 mins,33.7756178,-84.396285,23420.0,16211.0,6888.0,43.0,54.0,631.0,285.0,4022.0,1515.0,1012.0,1080.0,633.0,105.0,116.0,5835.0,9636.0,1128.0,146.0,85.0,40.7,39.2,42.1,34159.0,18519.0,671.0,84500.0,0.45,6.17,0.044,0.12
25753,"THOMASVILLE, AL",GTECH,"ATLANTA, GA",234.812589332191,1,THOMASVILLE,31.926927,-87.787887,,AL,,,33.7756178,-84.396285,7429.0,4124.0,3177.0,0.0,21.0,29.0,99.0,1681.0,317.0,392.0,644.0,149.0,96.0,54.0,1133.0,3133.0,443.0,14.0,18.0,44.0,45.3,42.9,36415.0,23940.0,482.0,91200.0,0.23,2.32,0.071,0.04
25754,"THOMASVILLE, GA",GTECH,"SAVANNAH, GA",190.70125123294,1,THOMASVILLE,30.8210235,-83.9734445,229 mi,GA,14685.0,4 hours 5 mins,32.0835,-81.0998,35056.0,20426.0,13346.0,0.0,357.0,1047.0,282.0,6015.0,1325.0,1895.0,2748.0,1459.0,543.0,406.0,7684.0,15276.0,1624.0,204.0,80.0,39.1,37.8,40.05,42383.5,21919.0,751.5,134800.0,2.5,13.36,0.027,0.88
25773,"THOMSON, GA",GTECH,"ATLANTA, GA",109.950849193545,1,THOMSON,33.512953,-82.514855,118 mi,GA,6596.0,1 hour 50 mins,33.7756178,-84.396285,17458.0,9038.0,8201.0,0.0,10.0,318.0,106.0,3377.0,878.0,594.0,1158.0,412.0,177.0,53.0,4593.0,7338.0,746.0,187.0,77.0,37.4,34.4,37.9,35235.0,18074.0,599.0,106600.0,0.91,7.03,0.028,0.17
25805,"THORSBY, AL",GTECH,"ATLANTA, GA",148.91330198445,1,THORSBY,32.88254,-86.740256,194 mi,AL,10903.0,3 hours 2 mins,33.7756178,-84.396285,3963.0,3367.0,339.0,15.0,33.0,188.0,20.0,929.0,75.0,193.0,266.0,106.0,7.0,0.0,542.0,1646.0,90.0,13.0,3.0,34.7,35.4,34.4,43649.0,19472.0,659.0,115500.0,,,,
25831,"TIBBIE, AL",GTECH,"ATLANTA, GA",276.851171731788,1,TIBBIE,31.367319,-88.195002,,AL,,,33.7756178,-84.396285,570.0,559.0,0.0,0.0,0.0,0.0,0.0,97.0,62.0,39.0,29.0,0.0,0.0,0.0,146.0,271.0,130.0,0.0,0.0,44.9,44.1,51.9,30489.0,16080.0,,,,,,
25843,"TIFTON, GA",GTECH,"ATLANTA, GA",167.873451617947,1,TIFTON,31.4541975,-83.5231105,184 mi,GA,9816.0,2 hours 44 mins,33.7756178,-84.396285,36103.0,22688.0,11067.0,48.0,557.0,3527.0,561.0,6175.0,1119.0,2424.0,2004.0,1131.0,438.0,360.0,10057.0,15020.0,928.0,130.0,115.0,33.1,30.45,34.7,43225.0,20410.0,606.0,118200.0,1.36,6.24,0.035,0.29
25844,"TIGER, GA",GTECH,"ATLANTA, GA",90.797363021388,1,TIGER,34.834627,-83.452192,105 mi,GA,7712.0,2 hours 9 mins,33.7756178,-84.396285,2209.0,2135.0,42.0,3.0,0.0,28.0,19.0,579.0,123.0,128.0,279.0,51.0,53.0,6.0,496.0,805.0,106.0,3.0,1.0,52.4,48.9,54.2,33625.0,20253.0,850.0,151900.0,,,,
25846,"TIGNALL, GA",GTECH,"ATLANTA, GA",98.0722990622145,1,TIGNALL,33.895747,-82.697208,123 mi,GA,8195.0,2 hours 17 mins,33.7756178,-84.396285,1710.0,1212.0,456.0,0.0,0.0,0.0,16.0,521.0,79.0,88.0,56.0,7.0,4.0,37.0,536.0,656.0,61.0,0.0,0.0,52.6,50.9,54.3,27011.0,18818.0,562.0,79600.0,,,,
25860,"TILLMAN, SC",GTECH,"SAVANNAH, GA",27.8016713515632,1,TILLMAN,32.479249,-81.192323,35.5 mi,SC,2737.0,46 mins,32.0835,-81.0998,342.0,218.0,124.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,15.0,0.0,0.0,0.0,163.0,124.0,0.0,0.0,0.0,41.2,50.6,30.0,30806.0,18760.0,,176300.0,,,,
25911,"TITUS, AL",GTECH,"ATLANTA, GA",131.620256188326,1,TITUS,32.711806,-86.284022,176 mi,AL,10375.0,2 hours 53 mins,33.7756178,-84.396285,2762.0,2351.0,361.0,11.0,0.0,0.0,0.0,673.0,100.0,128.0,166.0,90.0,13.0,0.0,351.0,1030.0,126.0,0.0,18.0,32.6,32.3,32.7,42332.0,19692.0,669.0,175900.0,,,,
25923,"TOCCOA, GA",GTECH,"ATLANTA, GA",81.4087179336112,1,TOCCOA,34.552419,-83.325929,91.7 mi,GA,6466.0,1 hour 48 mins,33.7756178,-84.396285,22533.0,18360.0,3091.0,82.0,106.0,679.0,125.0,4366.0,1179.0,996.0,1494.0,875.0,307.0,97.0,4570.0,9900.0,1007.0,130.0,2.0,41.5,40.1,44.0,38750.0,19758.0,563.0,104400.0,1.82,9.97,0.048,0.85
25977,"TOOMSBORO, GA",GTECH,"ATLANTA, GA",100.775364307349,1,TOOMSBORO,32.829744,-83.068206,124 mi,GA,8018.0,2 hours 14 mins,33.7756178,-84.396285,628.0,355.0,268.0,0.0,1.0,9.0,0.0,214.0,33.0,16.0,8.0,11.0,0.0,0.0,140.0,171.0,21.0,1.0,0.0,57.1,51.6,58.4,31200.0,17083.0,521.0,66000.0,,,,
25997,"TOPTON, NC",GTECH,"ATLANTA, GA",108.870793294946,1,TOPTON,35.224056,-83.635479,148 mi,NC,9993.0,2 hours 47 mins,33.7756178,-84.396285,938.0,938.0,0.0,0.0,0.0,0.0,0.0,254.0,21.0,63.0,134.0,17.0,8.0,0.0,192.0,417.0,10.0,0.0,0.0,52.4,47.4,52.9,34792.0,20292.0,,113400.0,,,,
26035,"TOWNLEY, AL",GTECH,"ATLANTA, GA",176.133755603719,1,TOWNLEY,33.795541,-87.456888,201 mi,AL,11133.0,3 hours 6 mins,33.7756178,-84.396285,1376.0,1376.0,0.0,0.0,0.0,24.0,0.0,270.0,63.0,75.0,19.0,11.0,0.0,0.0,393.0,659.0,79.0,0.0,0.0,28.6,23.1,40.4,37500.0,18128.0,,61300.0,,,,
26037,"TOWNSEND, GA",GTECH,"SAVANNAH, GA",44.277871867768,1,TOWNSEND,31.511701,-81.443246,52.6 mi,GA,3210.0,54 mins,32.0835,-81.0998,6264.0,4056.0,2041.0,20.0,0.0,55.0,149.0,1216.0,278.0,395.0,514.0,236.0,50.0,7.0,674.0,2461.0,174.0,39.0,0.0,51.9,52.6,50.9,44886.0,25651.0,660.0,103700.0,,,,
26045,"TOWNVILLE, SC",GTECH,"ATLANTA, GA",101.976457158968,1,TOWNVILLE,34.534253,-82.868342,109 mi,SC,6932.0,1 hour 56 mins,33.7756178,-84.396285,4478.0,4336.0,77.0,0.0,0.0,19.0,33.0,841.0,328.0,331.0,335.0,174.0,36.0,9.0,422.0,1815.0,86.0,63.0,0.0,46.6,45.7,47.1,56154.0,26106.0,803.0,188200.0,,,,
26047,"TOXEY, AL",GTECH,"ATLANTA, GA",254.000158809484,1,TOXEY,31.93843,-88.18278,,AL,,,33.7756178,-84.396285,1030.0,826.0,195.0,0.0,0.0,0.0,68.0,195.0,47.0,52.0,40.0,21.0,0.0,2.0,296.0,355.0,47.0,0.0,0.0,48.6,47.8,48.8,30614.0,18423.0,675.0,52500.0,,,,
26058,"TRAFFORD, AL",GTECH,"ATLANTA, GA",132.352815051821,1,TRAFFORD,33.845155,-86.695313,166 mi,AL,10007.0,2 hours 47 mins,33.7756178,-84.396285,2688.0,2617.0,37.0,0.0,5.0,4.0,0.0,691.0,210.0,174.0,82.0,14.0,1.0,2.0,561.0,1015.0,107.0,12.0,2.0,46.6,46.1,47.8,38011.0,19475.0,495.0,60100.0,,,,
26136,"TRION, GA",GTECH,"ATLANTA, GA",75.4168638120562,1,TRION,34.58228,-85.2858,93.2 mi,GA,7165.0,1 hour 59 mins,33.7756178,-84.396285,7130.0,6731.0,121.0,19.0,67.0,768.0,48.0,1282.0,330.0,197.0,215.0,87.0,14.0,0.0,1422.0,3285.0,326.0,55.0,17.0,35.4,34.5,36.4,36627.0,15737.0,675.0,51900.0,0.45,3.71,0.053,0.09
26163,"TROY, AL",GTECH,"ATLANTA, GA",162.040483616025,1,TROY,31.824405,-85.950274,196 mi,AL,10783.0,3 hours 0 mins,33.7756178,-84.396285,27256.0,15678.0,10341.0,281.0,670.0,245.0,171.0,4238.0,744.0,841.0,2466.0,1182.0,118.0,318.0,6794.0,13448.0,1366.0,258.0,66.0,27.8666666666667,26.9,28.3,36727.5,14396.3333333333,623.0,123950.0,2.07,8.03,0.031,0.51
26196,"TRUSSVILLE, AL",GTECH,"ATLANTA, GA",125.072552101754,1,TRUSSVILLE,33.655407,-86.563109,153 mi,AL,8579.0,2 hours 23 mins,33.7756178,-84.396285,26887.0,24307.0,1392.0,12.0,540.0,540.0,213.0,4255.0,642.0,1646.0,4162.0,1569.0,434.0,211.0,1753.0,13713.0,668.0,395.0,212.0,41.2,41.7,40.5,77082.0,35053.0,1046.0,214800.0,0.69,6.99,0.056,0.27
26208,"TUCKASEGEE, NC",GTECH,"ATLANTA, GA",129.422785924188,1,TUCKASEGEE,35.262142,-83.010414,165 mi,NC,11485.0,3 hours 11 mins,33.7756178,-84.396285,1552.0,1407.0,27.0,0.0,0.0,181.0,6.0,481.0,111.0,89.0,60.0,38.0,0.0,0.0,363.0,758.0,53.0,0.0,0.0,40.8,41.0,40.3,31125.0,18542.0,607.0,145700.0,,,,
26210,"TUCKER, GA",GTECH,"ATLANTA, GA",11.6894763912036,1,TUCKER,33.854097,-84.216155,17.5 mi,GA,2921.0,49 mins,33.7756178,-84.396285,35896.0,18483.0,7786.0,49.0,4847.0,7073.0,451.0,4580.0,512.0,1699.0,6357.0,2816.0,626.0,783.0,7105.0,19241.0,1639.0,954.0,517.0,38.0,36.5,39.5,53445.0,27679.0,925.0,176200.0,11.6,18.9,0.028,6.01
26234,"TUNNEL HILL, GA",GTECH,"ATLANTA, GA",83.8830408508689,1,TUNNEL HILL,34.86803,-85.04275,93.9 mi,GA,6479.0,1 hour 48 mins,33.7756178,-84.396285,8498.0,7877.0,286.0,23.0,23.0,534.0,140.0,1461.0,557.0,416.0,438.0,203.0,70.0,9.0,1304.0,4279.0,600.0,117.0,37.0,42.6,40.9,43.6,42265.0,20167.0,755.0,112700.0,0.68,12.07,0.03,0.24
26243,"TURBEVILLE, SC",GTECH,"SAVANNAH, GA",139.296228425447,1,TURBEVILLE,33.885889,-80.014019,152 mi,SC,8027.0,2 hours 14 mins,32.0835,-81.0998,2767.0,1818.0,658.0,0.0,0.0,295.0,9.0,588.0,77.0,169.0,146.0,60.0,14.0,25.0,841.0,1169.0,121.0,12.0,10.0,38.3,33.7,40.8,33843.0,16719.0,671.0,85500.0,,,,
26245,"TURIN, GA",GTECH,"ATLANTA, GA",34.0810198667317,1,TURIN,33.322887,-84.63387,42.9 mi,GA,3828.0,1 hour 4 mins,33.7756178,-84.396285,63.0,36.0,27.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,20.0,2.0,0.0,6.0,63.5,72.3,50.9,25625.0,16537.0,800.0,265600.0,,,,
26269,"TUSCALOOSA, AL",GTECH,"ATLANTA, GA",184.905510334911,1,TUSCALOOSA,33.21121725,-87.526951,205 mi,AL,11633.0,3 hours 14 mins,33.7756178,-84.396285,117763.0,63947.0,48998.0,188.0,2578.0,4289.0,658.0,14977.0,2635.0,3930.0,12941.0,6011.0,1339.0,1588.0,25832.0,54194.0,4485.0,1067.0,644.0,30.825,29.4,31.95,48207.75,25169.25,853.5,180125.0,12.87,9.79,0.047,5.8
26280,"TUSKEGEE INSTITUTE, AL",GTECH,"ATLANTA, GA",121.186729816637,1,TUSKEGEE INSTITUTE,32.415281,-85.720314,131 mi,AL,7578.0,2 hours 6 mins,33.7756178,-84.396285,4700.0,131.0,4468.0,10.0,32.0,83.0,27.0,361.0,47.0,98.0,243.0,162.0,78.0,43.0,751.0,2313.0,536.0,89.0,40.0,22.0,22.5,21.7,26994.0,12676.0,638.0,80300.0,,,,
26281,"TUSKEGEE, AL",GTECH,"ATLANTA, GA",121.428094238413,1,TUSKEGEE,32.38673,-85.684361,132 mi,AL,7883.0,2 hours 11 mins,33.7756178,-84.396285,8515.0,618.0,7723.0,18.0,11.0,73.0,73.0,1454.0,187.0,368.0,709.0,394.0,82.0,52.0,2155.0,3954.0,614.0,49.0,31.0,43.9,42.0,45.2,30281.0,19303.0,540.0,76100.0,1.15,10.25,0.041,0.47
26299,"TWIN CITY, GA",GTECH,"SAVANNAH, GA",70.7494473409956,1,TWIN CITY,32.543263,-82.18091,78.7 mi,GA,4715.0,1 hour 19 mins,32.0835,-81.0998,5198.0,3225.0,1746.0,7.0,79.0,213.0,67.0,1059.0,337.0,191.0,253.0,81.0,43.0,8.0,1552.0,1788.0,203.0,0.0,18.0,36.6,34.2,40.7,27374.0,15036.0,503.0,63400.0,,,,
26318,"TY TY, GA",GTECH,"ATLANTA, GA",163.923163101454,1,TY TY,31.473618,-83.687462,183 mi,GA,10380.0,2 hours 53 mins,33.7756178,-84.396285,2493.0,1786.0,680.0,0.0,3.0,180.0,20.0,724.0,64.0,89.0,96.0,12.0,13.0,0.0,601.0,1183.0,82.0,15.0,3.0,33.8,34.6,32.9,42500.0,18498.0,661.0,69100.0,,,,
26320,"TYBEE ISLAND, GA",GTECH,"SAVANNAH, GA",14.6195828949032,1,TYBEE ISLAND,32.011169,-80.865603,15.7 mi,GA,1754.0,29 mins,32.0835,-81.0998,3393.0,3232.0,45.0,16.0,0.0,9.0,1.0,403.0,60.0,105.0,560.0,377.0,48.0,88.0,559.0,1638.0,143.0,43.0,63.0,52.3,50.9,52.9,66500.0,35939.0,1219.0,355700.0,0.23,7.06,0.056,0.09
26324,"TYLER, AL",GTECH,"ATLANTA, GA",176.415422280647,1,TYLER,32.260516,-86.84581,202 mi,AL,11234.0,3 hours 7 mins,33.7756178,-84.396285,1428.0,376.0,1037.0,0.0,15.0,0.0,0.0,369.0,7.0,63.0,70.0,16.0,0.0,0.0,456.0,500.0,71.0,0.0,0.0,40.7,44.5,36.8,30547.0,32384.0,445.0,73800.0,,,,
26339,"TYRONE, GA",GTECH,"ATLANTA, GA",23.4438477143841,1,TYRONE,33.476407,-84.589709,28.5 mi,GA,2932.0,49 mins,33.7756178,-84.396285,8769.0,6047.0,2239.0,63.0,126.0,695.0,0.0,977.0,169.0,458.0,1627.0,725.0,120.0,126.0,859.0,4706.0,414.0,102.0,84.0,43.0,38.9,45.0,87755.0,36702.0,874.0,229800.0,2.27,10.06,0.026,0.58
26361,"ULMER, SC",GTECH,"SAVANNAH, GA",70.7582626561592,1,ULMER,33.103626,-81.238347,80.1 mi,SC,6143.0,1 hour 42 mins,32.0835,-81.0998,171.0,144.0,25.0,0.0,0.0,50.0,0.0,23.0,0.0,6.0,14.0,18.0,0.0,0.0,75.0,76.0,2.0,0.0,0.0,28.8,27.2,35.5,,15277.0,545.0,96500.0,,,,
26374,"UNADILLA, GA",GTECH,"ATLANTA, GA",113.322976967747,1,UNADILLA,32.237927,-83.704527,126 mi,GA,7235.0,2 hours 1 min,33.7756178,-84.396285,4925.0,1898.0,2772.0,1.0,0.0,385.0,14.0,1259.0,341.0,125.0,120.0,38.0,19.0,6.0,1006.0,1518.0,284.0,9.0,0.0,38.3,36.8,42.1,24009.0,10066.0,305.0,62000.0,,,,
26390,"UNION CITY, GA",GTECH,"ATLANTA, GA",16.1779715937931,1,UNION CITY,33.575891,-84.543792,22.1 mi,GA,2667.0,44 mins,33.7756178,-84.396285,21951.0,2630.0,18150.0,166.0,21.0,1452.0,83.0,3670.0,439.0,687.0,2469.0,781.0,27.0,16.0,6040.0,9824.0,1667.0,172.0,35.0,30.4,26.7,33.2,36022.0,16992.0,831.0,88600.0,5.91,17.35,0.04,4.05
26412,"UNION POINT, GA",GTECH,"ATLANTA, GA",73.7925231930971,1,UNION POINT,33.672149,-83.120938,91.6 mi,GA,5941.0,1 hour 39 mins,33.7756178,-84.396285,3381.0,1745.0,1497.0,7.0,0.0,43.0,74.0,830.0,235.0,74.0,83.0,56.0,45.0,21.0,1098.0,1398.0,138.0,41.0,4.0,39.1,42.8,36.8,27414.0,15400.0,679.0,76200.0,0.23,87.04,0.067,1.29
26413,"UNION SPRINGS, AL",GTECH,"ATLANTA, GA",135.117379931666,1,UNION SPRINGS,32.151049,-85.698646,150 mi,AL,8757.0,2 hours 26 mins,33.7756178,-84.396285,7626.0,1876.0,5665.0,8.0,13.0,473.0,282.0,1386.0,314.0,153.0,287.0,240.0,125.0,31.0,1889.0,3496.0,748.0,12.0,20.0,37.6,36.0,39.6,30269.0,16419.0,583.0,64800.0,1.61,3.97,0.153,0.96
26434,"UNIONTOWN, AL",GTECH,"ATLANTA, GA",201.533020015657,1,UNIONTOWN,32.431068,-87.482163,,AL,,,33.7756178,-84.396285,3578.0,722.0,2839.0,0.0,17.0,0.0,38.0,555.0,83.0,70.0,184.0,59.0,8.0,17.0,1569.0,1003.0,150.0,5.0,5.0,30.9,22.9,33.0,16635.0,11145.0,460.0,50800.0,,,,
26472,"UPATOI, GA",GTECH,"ATLANTA, GA",85.8174741551822,1,UPATOI,32.562698,-84.731611,120 mi,GA,7023.0,1 hour 57 mins,33.7756178,-84.396285,979.0,711.0,249.0,0.0,19.0,18.0,0.0,180.0,45.0,87.0,100.0,31.0,5.0,12.0,56.0,533.0,48.0,35.0,15.0,44.9,46.5,44.4,85652.0,34405.0,,253200.0,,,,
26506,"URIAH, AL",GTECH,"ATLANTA, GA",251.877050126439,1,URIAH,31.325005,-87.599127,,AL,,,33.7756178,-84.396285,1571.0,1197.0,154.0,144.0,0.0,0.0,0.0,388.0,114.0,89.0,107.0,62.0,3.0,5.0,243.0,451.0,69.0,0.0,0.0,52.3,49.5,52.8,26912.0,19651.0,656.0,85600.0,,,,
26525,"UVALDA, GA",GTECH,"SAVANNAH, GA",80.4696184875446,1,UVALDA,32.016897,-82.46883,97.3 mi,GA,6101.0,1 hour 42 mins,32.0835,-81.0998,2531.0,2020.0,433.0,0.0,18.0,183.0,54.0,712.0,66.0,80.0,130.0,53.0,0.0,14.0,492.0,1057.0,38.0,9.0,4.0,43.3,41.9,44.1,40333.0,22522.0,532.0,82600.0,,,,
26541,"VALDOSTA, GA",GTECH,"SAVANNAH, GA",154.199477138882,1,VALDOSTA,30.8424694,-83.2728728,185 mi,GA,11538.0,3 hours 12 mins,32.0835,-81.0998,95995.0,51220.0,38540.0,78.0,1765.0,5299.0,834.0,12512.0,2414.0,4784.0,7710.0,3310.0,695.0,762.0,26887.0,46953.0,6346.0,744.0,389.0,28.26,27.14,29.1,37827.25,15445.0,759.0,115725.0,8.42,17.0,0.039,5.42
26573,"VALLEY HEAD, AL",GTECH,"ATLANTA, GA",90.8095364826479,1,VALLEY HEAD,34.613541,-85.619853,112 mi,AL,7984.0,2 hours 13 mins,33.7756178,-84.396285,3153.0,2847.0,5.0,25.0,10.0,260.0,70.0,545.0,146.0,123.0,167.0,109.0,51.0,44.0,703.0,1168.0,71.0,47.0,0.0,37.7,36.7,39.8,29018.0,21523.0,576.0,78500.0,,,,
26587,"VALLEY, AL",GTECH,"ATLANTA, GA",84.1956686585669,1,VALLEY,32.751613,-85.189484,95.3 mi,AL,5961.0,1 hour 39 mins,33.7756178,-84.396285,14711.0,10335.0,3927.0,0.0,265.0,33.0,118.0,2544.0,804.0,1012.0,1089.0,293.0,57.0,51.0,2590.0,7061.0,444.0,118.0,14.0,38.2,36.4,39.3,40644.0,22036.0,762.0,87800.0,2.76,19.23,0.041,2.13
26625,"VANCE, AL",GTECH,"ATLANTA, GA",168.523840497322,1,VANCE,33.218419,-87.238215,190 mi,AL,10712.0,2 hours 59 mins,33.7756178,-84.396285,4156.0,3972.0,112.0,2.0,0.0,86.0,8.0,1039.0,182.0,281.0,264.0,57.0,9.0,10.0,552.0,2030.0,157.0,37.0,2.0,36.2,33.2,37.1,56275.0,21603.0,941.0,113700.0,,,,
26627,"VANCE, SC",GTECH,"SAVANNAH, GA",100.401840161348,1,VANCE,33.429587,-80.439904,109 mi,SC,5925.0,1 hour 39 mins,32.0835,-81.0998,1979.0,245.0,1731.0,0.0,0.0,42.0,1.0,378.0,61.0,110.0,58.0,89.0,0.0,16.0,550.0,750.0,79.0,0.0,54.0,40.0,35.5,40.9,29851.0,14131.0,639.0,71900.0,,,,
26648,"VANDIVER, AL",GTECH,"ATLANTA, GA",122.808844292834,1,VANDIVER,33.485382,-86.498033,135 mi,AL,7957.0,2 hours 13 mins,33.7756178,-84.396285,850.0,850.0,0.0,0.0,0.0,0.0,13.0,215.0,115.0,22.0,21.0,34.0,0.0,0.0,125.0,460.0,10.0,22.0,6.0,45.9,45.7,46.9,45921.0,28627.0,508.0,59900.0,,,,
26658,"VARNELL, GA",GTECH,"ATLANTA, GA",84.1662910821301,1,VARNELL,34.89765,-84.977052,96.6 mi,GA,6549.0,1 hour 49 mins,33.7756178,-84.396285,200.0,111.0,0.0,0.0,0.0,89.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,104.0,0.0,0.0,0.0,23.7,4.3,24.0,16412.0,13097.0,,107400.0,,,,
26661,"VARNVILLE, SC",GTECH,"SAVANNAH, GA",49.2232787978161,1,VARNVILLE,32.795699,-81.034521,60.7 mi,SC,3933.0,1 hour 6 mins,32.0835,-81.0998,4847.0,2247.0,2568.0,0.0,12.0,36.0,16.0,1185.0,144.0,215.0,293.0,110.0,17.0,0.0,959.0,2412.0,271.0,6.0,9.0,40.7,41.2,40.2,31896.0,21859.0,586.0,81500.0,0.23,10.23,0.032,0.07
26668,"VAUCLUSE, SC",GTECH,"ATLANTA, GA",149.032547352786,1,VAUCLUSE,33.609668,-81.816976,163 mi,SC,8937.0,2 hours 29 mins,33.7756178,-84.396285,435.0,435.0,0.0,0.0,0.0,209.0,0.0,86.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,38.0,43.1,37.4,26937.0,13442.0,,34700.0,,,,
26705,"VERBENA, AL",GTECH,"ATLANTA, GA",141.228188770759,1,VERBENA,32.750447,-86.508548,196 mi,AL,10452.0,2 hours 54 mins,33.7756178,-84.396285,3710.0,3046.0,493.0,94.0,0.0,178.0,29.0,887.0,137.0,74.0,274.0,87.0,10.0,0.0,504.0,1633.0,121.0,43.0,36.0,41.3,36.8,42.2,43986.0,23670.0,524.0,86900.0,,,,
26811,"VIDALIA, GA",GTECH,"SAVANNAH, GA",76.4948298255904,1,VIDALIA,32.231638,-82.3931835,88.3 mi,GA,4993.0,1 hour 23 mins,32.0835,-81.0998,16918.0,10718.0,4997.0,0.0,243.0,1216.0,119.0,3557.0,574.0,630.0,1333.0,467.0,195.0,69.0,3589.0,7516.0,798.0,117.0,9.0,36.2,37.0,35.6,35955.0,20719.0,579.0,98400.0,0.23,15.42,0.012,0.04
26814,"VIENNA, GA",GTECH,"ATLANTA, GA",121.396301650047,1,VIENNA,32.090962,-83.785552,137 mi,GA,7588.0,2 hours 6 mins,33.7756178,-84.396285,7010.0,3281.0,3288.0,26.0,14.0,470.0,106.0,1743.0,359.0,319.0,378.0,110.0,19.0,0.0,1979.0,3093.0,244.0,38.0,18.0,41.6,40.9,43.3,29472.0,16721.0,581.0,90600.0,0.23,43.37,0.014,0.14
26836,"VILLA RICA, GA",GTECH,"ATLANTA, GA",30.3092096020196,1,VILLA RICA,33.717103,-84.918032,36.6 mi,GA,3141.0,52 mins,33.7756178,-84.396285,34754.0,24515.0,7803.0,17.0,528.0,1907.0,314.0,5883.0,1193.0,1564.0,3340.0,1218.0,237.0,153.0,5163.0,17384.0,1679.0,300.0,128.0,36.1,33.9,37.3,56187.0,25229.0,899.0,123300.0,4.32,11.44,0.041,1.96
26854,"VINCENT, AL",GTECH,"ATLANTA, GA",118.046373999782,1,VINCENT,33.419769,-86.398435,130 mi,AL,7910.0,2 hours 12 mins,33.7756178,-84.396285,4199.0,3272.0,849.0,47.0,18.0,0.0,29.0,713.0,310.0,192.0,258.0,28.0,0.0,23.0,536.0,2033.0,154.0,13.0,24.0,41.2,34.7,41.7,53088.0,21270.0,531.0,83600.0,,,,
26859,"VINEGAR BEND, AL",GTECH,"ATLANTA, GA",293.022670764236,1,VINEGAR BEND,31.199096,-88.388739,,AL,,,33.7756178,-84.396285,899.0,517.0,262.0,50.0,0.0,70.0,5.0,227.0,47.0,50.0,34.0,11.0,0.0,0.0,282.0,368.0,82.0,11.0,0.0,42.3,40.2,50.5,59688.0,20697.0,,56800.0,,,,
26926,"VREDENBURGH, AL",GTECH,"ATLANTA, GA",222.009456432756,1,VREDENBURGH,31.771512,-87.382559,,AL,,,33.7756178,-84.396285,394.0,59.0,335.0,0.0,0.0,0.0,0.0,122.0,0.0,4.0,0.0,0.0,0.0,0.0,125.0,142.0,40.0,0.0,0.0,37.8,24.9,45.3,20313.0,9735.0,,50000.0,,,,
26942,"WACO, GA",GTECH,"ATLANTA, GA",49.7922727019625,1,WACO,33.655819,-85.248832,57.3 mi,GA,4181.0,1 hour 10 mins,33.7756178,-84.396285,2712.0,2629.0,7.0,0.0,14.0,17.0,51.0,698.0,249.0,63.0,153.0,76.0,18.0,5.0,494.0,1268.0,110.0,3.0,0.0,41.3,40.7,41.4,46250.0,20502.0,787.0,92100.0,,,,
