,CityState,Impressions,CPC,CTR,Cost
2002,"AUBURN, GA",2.73,19.55,0.046,2.4
2003,"BLAIRSVILLE, GA",2.73,25.63,0.037,2.5
2004,"BONITA, CA",2.73,28.98,0.033,2.59
2005,"CALISTOGA, CA",2.73,11.44,0.031,0.93
2006,"FAIRFAX STATION, VA",2.715,10.435,0.0285,0.77
2007,"ALDIE, VA",2.715,8.195,0.031,0.65
2008,"LITCHFIELD PARK, AZ",2.71,8.76,0.031,0.71
2009,"PAYSON, AZ",2.71,14.44,0.029,1.12
2010,"PAGE, AZ",2.71,3.84,0.038,0.39
2011,"CASAS ADOBES, AZ",2.71,15.36,0.021,0.86
2012,"WEST NEWBURY, MA",2.65,26.35,0.018,1.19
2013,"SOUTH HADLEY, MA",2.65,17.94,0.023,1.07
2014,"PROVINCETOWN, MA",2.65,16.63,0.022,0.96
2015,"MASHPEE, MA",2.65,8.61,0.021,0.48
2016,"HANSON, MA",2.65,26.52,0.025,1.73
2017,"HOLLISTON, MA",2.65,10.38,0.025,0.68
2018,"AUBURN, MA",2.65,7.86,0.034,0.68
2019,"DENNIS, MA",2.65,18.15,0.024,1.13
2020,"GRAND ISLAND, NE",2.64,8.48,0.057,1.25
2021,"LAUGHLIN, NV",2.63,9.75,0.035,0.88
2022,"PORTALES, NM",2.6,10.33,0.041,1.06
2023,"CLOVIS, NM",2.6,7.78,0.032,0.63
2024,"SPRINGFIELD, OR",2.565,25.93,0.055,3.575
2025,"CANBY, OR",2.565,27.37,0.0325,2.215
2026,"SARTELL, MN",2.55,24.55,0.017,1.05
2027,"WAITE PARK, MN",2.55,8.66,0.024,0.52
2028,"PASCAGOULA, MS",2.55,4.9,0.031,0.38
2029,"FARMINGTON, MN",2.55,12.94,0.036,1.14
2030,"GREENVILLE, MS",2.55,3.84,0.04,0.38
2031,"BROOKHAVEN, MS",2.55,2.39,0.061,0.36
2032,"COLUMBUS, MS",2.55,8.85,0.034,0.76
2033,"BRANDON, MS",2.55,3.08,0.049,0.37
2034,"BAY SAINT LOUIS, MS",2.55,15.57,0.033,1.27
2035,"TAMARAC, FL",2.53,19.2,0.047,2.26
2036,"WATERLOO, IA",2.53,3.7,0.053,0.49
2037,"WARSAW, IN",2.53,9.49,0.047,1.12
2038,"SAINT JAMES, NY",2.53,8.56,0.059,1.26
2039,"SELMA, AL",2.53,5.77,0.041,0.59
2040,"RIVERVIEW, FL",2.53,7.92,0.062,1.23
2041,"TEMPERANCE, MI",2.53,6.59,0.05,0.82
2042,"SAVANNAH, TN",2.53,5.68,0.032,0.45
2043,"SEDRO-WOOLLEY, WA",2.53,5.78,0.04,0.58
2044,"WILSON, NC",2.53,19.08,0.031,1.5
2045,"WATERVILLE, NY",2.53,16.89,0.04,1.7
2046,"SOMERSET, KY",2.53,7.29,0.047,0.86
2047,"WAUSAU, WI",2.53,16.94,0.034,1.45
2048,"WARREN, NJ",2.53,12.09,0.028,0.84
2049,"WHEATON, IL",2.53,15.27,0.029,1.1
2050,"WARREN, OH",2.53,16.34,0.05,2.02
2051,"RIDGEFIELD PARK, NJ",2.53,16.95,0.037,1.55
2052,"WARRENSBURG, MO",2.53,5.89,0.052,0.76
2053,"ROSELLE, NJ",2.53,5.36,0.043,0.57
2054,"PICNIC POINT-NORTH LYNNWOOD, WA",2.53,5.33,0.045,0.6
2055,"NAUGATUCK, CT",2.53,17.44,0.049,2.13
2056,"MIDDLE TOWNSHIP, NJ",2.53,16.1,0.022,0.87
2057,"LONGVIEW, WA",2.53,17.59,0.041,1.8
2058,"NYACK, NY",2.53,10.36,0.041,1.05
2059,"MARSHALL, MO",2.53,4.62,0.027,0.31
2060,"MIDDLEBURG, FL",2.53,8.7,0.036,0.78
2061,"MAPLE VALLEY, WA",2.53,7.64,0.034,0.64
2062,"MIDDLETOWN, PA",2.53,8.62,0.018,0.38
2063,"NEW MILFORD, CT",2.53,9.7,0.041,1.0
2064,"NEW BERLIN, WI",2.53,17.9,0.023,1.05
2065,"PERKASIE, PA",2.53,11.36,0.03,0.84
2066,"MOUNT VERNON, OH",2.53,32.61,0.035,2.87
2067,"PINELLAS PARK, FL",2.53,12.31,0.028,0.86
2068,"NEW BUFFALO, MI",2.53,10.91,0.03,0.81
2069,"METUCHEN, NJ",2.53,17.78,0.028,1.26
2070,"PORT ANGELES, WA",2.53,7.5,0.029,0.54
2071,"MAYWOOD, IL",2.53,12.53,0.04,1.26
2072,"PARK CITY, KS",2.53,37.85,0.033,3.11
2073,"MOUNTAIN TOP, PA",2.53,7.96,0.038,0.76
2074,"READINGTON TOWNSHIP, NJ",2.53,13.16,0.02,0.65
2075,"OPELIKA, AL",2.53,8.32,0.045,0.92
2076,"LAKE CITY, FL",2.53,6.49,0.049,0.79
2077,"LAND O' LAKES, FL",2.53,10.0,0.037,0.93
2078,"GLASTONBURY, CT",2.53,7.2,0.042,0.75
2079,"HANOVER, PA",2.53,9.04,0.042,0.95
2080,"EAST MOLINE, IL",2.53,8.95,0.063,1.42
2081,"LEBANON, NH",2.53,6.84,0.037,0.64
2082,"IRONTON, OH",2.53,11.33,0.042,1.2
2083,"GLEN ROCK, NJ",2.53,9.45,0.036,0.84
2084,"FULTON, NY",2.53,10.0,0.041,1.02
2085,"GULF SHORES, AL",2.53,10.24,0.036,0.92
2086,"JOHNSTOWN, PA",2.53,4.09,0.051,0.52
2087,"HOLBROOK, NY",2.53,4.36,0.047,0.51
2088,"IRMO, SC",2.53,14.26,0.053,1.87
2089,"GRANDVIEW, MO",2.53,11.08,0.037,1.03
2090,"FERNANDINA BEACH, FL",2.53,10.29,0.03,0.77
2091,"ELLINGTON, CT",2.53,11.98,0.017,0.51
2092,"GUYMON, OK",2.53,9.35,0.045,1.05
2093,"ELMWOOD PARK, NJ",2.53,16.83,0.029,1.22
2094,"JAMISON, PA",2.53,7.44,0.019,0.36
2095,"INDEPENDENCE, KY",2.53,10.56,0.022,0.59
2096,"CHENEY, WA",2.53,18.53,0.029,1.34
2097,"BERWYN, PA",2.53,9.77,0.023,0.56
2098,"DYER, IN",2.53,18.51,0.045,2.07
2099,"CAROL STREAM, IL",2.53,4.81,0.046,0.55
2100,"BATTLE CREEK, MI",2.53,22.75,0.056,3.2
2101,"BONNEY LAKE, WA",2.53,11.51,0.038,1.1
2102,"BELLMAWR, NJ",2.53,12.28,0.028,0.86
2103,"BAY SHORE, NY",2.53,12.6,0.03,0.95
2104,"EAST GREENWICH, RI",2.53,15.36,0.024,0.94
2105,"BOWLING GREEN, OH",2.53,5.17,0.044,0.57
2106,"ASHLAND, OH",2.53,10.34,0.051,1.31
2107,"BURR RIDGE, IL",2.53,7.82,0.029,0.57
2108,"BONITA SPRINGS, FL",2.53,11.25,0.041,1.15
2109,"DRESHER, PA",2.53,13.88,0.037,1.3
2110,"DELPHI, IN",2.53,4.05,0.043,0.43
2111,"CANAL WINCHESTER, OH",2.53,12.2,0.044,1.33
2112,"THOMASVILLE, GA",2.5,13.36,0.027,0.88
2113,"OAKWOOD, GA",2.5,18.39,0.028,1.27
2114,"CLEVELAND, GA",2.5,28.76,0.038,2.69
2115,"WHITE OAK, MD",2.475,8.245000000000001,0.0275,0.555
2116,"WEATHERFORD, TX",2.47,60.61,0.03,4.36
2117,"NACOGDOCHES, TX",2.47,4.97,0.019,0.22
2118,"GREENVILLE, TX",2.47,19.83,0.044,2.11
2119,"COLLEYVILLE, TX",2.47,14.61,0.023,0.82
2120,"AZLE, TX",2.47,6.13,0.031,0.46
2121,"SOUTH LAKE TAHOE, CA",2.46,9.55,0.024,0.55
2122,"HIGHLAND, CA",2.46,12.04,0.052,1.52
2123,"HALF MOON BAY, CA",2.46,11.7,0.029,0.81
2124,"DUBLIN, CA",2.46,15.62,0.029,1.1
2125,"COALINGA, CA",2.46,10.86,0.043,1.12
2126,"CALEXICO, CA",2.46,5.36,0.043,0.55
2127,"SEVERNA PARK, MD",2.45,5.86,0.031,0.43
2128,"SPRINGFIELD, VT",2.45,17.67,0.017,0.71
2129,"YORK, ME",2.45,18.16,0.015,0.64
2130,"ORONO, ME",2.45,6.39,0.018,0.28
2131,"EASTON, MD",2.45,3.5,0.04,0.34
2132,"AUBURN, ME",2.45,4.4,0.048,0.51
2133,"BRATTLEBORO, VT",2.45,6.08,0.024,0.34
2134,"ABERDEEN, MD",2.45,23.57,0.015,0.84
2135,"ABINGDON, MD",2.45,53.94,0.038,4.95
2136,"SEDONA, AZ",2.41,7.66,0.021,0.38
2137,"CAVE CREEK, AZ",2.41,10.14,0.033,0.8
2138,"BULLHEAD CITY, AZ",2.41,10.55,0.034,0.85
2139,"RUSSELLVILLE, AR",2.4,11.08,0.028,0.72
2140,"SPENCER, MA",2.35,27.63,0.032,2.05
2141,"PEPPERELL, MA",2.35,10.22,0.033,0.77
2142,"MIDDLETON, MA",2.35,14.91,0.019,0.66
2143,"BOLTON, MA",2.35,14.49,0.012,0.4
2144,"CARSON CITY, NV",2.33,4.89,0.031,0.34
2145,"INDIAN HEAD, MD",2.3200000000000003,11.280000000000001,0.0225,0.575
2146,"YANKTON, SD",2.31,23.2,0.009,0.48
2147,"SMYRNA, DE",2.31,20.05,0.042,1.88
2148,"LEWES, DE",2.31,4.96,0.02,0.23
2149,"COOS BAY, OR",2.3099999999999996,24.36,0.056,3.04
2150,"SEMINOLE, FL",2.3,14.84,0.021,0.72
2151,"RICHMOND, KY",2.3,7.11,0.056,0.91
2152,"WEST CALDWELL, NJ",2.3,7.28,0.035,0.57
2153,"TWIN FALLS, ID",2.3,4.71,0.057,0.6
2154,"WATERFORD TOWNSHIP, MI",2.3,6.33,0.047,0.68
2155,"ROCKVILLE CENTRE, NY",2.3,4.09,0.042,0.39
2156,"SETAUKET- EAST SETAUKET, NY",2.3,11.09,0.044,1.11
2157,"VENICE, FL",2.3,6.12,0.039,0.55
2158,"WESTWEGO, LA",2.3,10.0,0.033,0.74
2159,"WAIMEA, HI",2.3,3.44,0.068,0.53
2160,"SEFFNER, FL",2.3,11.45,0.039,1.02
2161,"SEAFORD, NY",2.3,4.64,0.055,0.58
2162,"WAYLAND, MI",2.3,13.79,0.017,0.54
2163,"WALKER, LA",2.3,10.87,0.052,1.29
2164,"STEVENS POINT, WI",2.3,5.8,0.036,0.48
2165,"YAPHANK, NY",2.3,4.37,0.037,0.37
2166,"STROUDSBURG, PA",2.3,11.0,0.035,0.86
2167,"STUART, FL",2.3,8.78,0.039,0.79
2168,"RIDLEY PARK, PA",2.3,6.92,0.03,0.46
2169,"SOUTH FARMINGDALE, NY",2.3,16.26,0.058,2.14
2170,"TOLEDO, WA",2.3,11.62,0.018,0.47
2171,"SLIDELL, LA",2.3,8.77,0.043,0.85
2172,"WINDSOR, CO",2.3,13.55,0.03,0.92
2173,"WAPPINGERS FALLS, NY",2.3,2.9,0.052,0.34
2174,"SMITHFIELD, NC",2.3,7.59,0.042,0.73
2175,"SOUDERTON, PA",2.3,9.37,0.038,0.8
2176,"TAYLORSVILLE, UT",2.3,16.29,0.027,0.99
2177,"TAVARES, FL",2.3,39.43,0.026,2.36
2178,"WALTERBORO, SC",2.3,22.2,0.035,1.75
2179,"WALLA WALLA, WA",2.3,4.86,0.036,0.4
2180,"MUSKEGO, WI",2.3,6.11,0.047,0.65
2181,"MASSILLON, OH",2.3,11.7,0.046,1.21
2182,"MAGNA, UT",2.3,13.89,0.033,1.04
2183,"MILTON, FL",2.3,11.62,0.034,0.9
2184,"OAK HARBOR, WA",2.3,15.08,0.041,1.42
2185,"MERRICK, NY",2.3,4.17,0.051,0.48
2186,"MOUNT KISCO, NY",2.3,8.69,0.044,0.87
2187,"NORTH OLMSTED, OH",2.3,20.52,0.022,1.02
2188,"MAINEVILLE, OH",2.3,4.88,0.042,0.46
2189,"MANITOWOC, WI",2.3,17.28,0.024,0.94
2190,"NEWTOWN, CT",2.3,7.68,0.031,0.54
2191,"OSWEGO, NY",2.3,6.68,0.04,0.61
2192,"MIDDLESEX, NJ",2.3,8.98,0.031,0.64
2193,"PORTAGE, MI",2.3,10.2,0.028,0.65
2194,"LONDON, OH",2.3,7.95,0.06,1.08
2195,"PORT RICHEY, FL",2.3,15.44,0.034,1.2
2196,"NORTHVILLE, MI",2.3,10.48,0.027,0.64
2197,"OCEANSIDE, NY",2.3,7.06,0.033,0.53
2198,"NEW PROVIDENCE, NJ",2.3,11.67,0.037,0.98
2199,"MIDDLETOWN, OH",2.3,5.05,0.067,0.77
2200,"MARIETTA, OH",2.3,6.29,0.033,0.47
2201,"QUEENSBURY, NY",2.3,6.14,0.039,0.54
2202,"PELL CITY, AL",2.3,3.79,0.116,1.0
2203,"NICHOLASVILLE, KY",2.3,8.42,0.033,0.63
2204,"PEMBERTON TOWNSHIP, NJ",2.3,16.52,0.018,0.69
2205,"MATAMORAS, PA",2.3,17.45,0.038,1.5
2206,"GAFFNEY, SC",2.3,10.43,0.059,1.38
2207,"HOBART, IN",2.3,4.64,0.029,0.3
2208,"GRANGER, IN",2.3,3.14,0.056,0.4
2209,"ELMIRA, NY",2.3,9.79,0.074,1.64
2210,"FERNDALE, WA",2.3,3.78,0.022,0.19
2211,"HOLLAND, NY",2.3,1.69,0.143,0.55
2212,"LA PORTE, IN",2.3,14.14,0.033,1.07
2213,"JUNCTION CITY, KS",2.3,9.54,0.023,0.51
2214,"GLEN COVE, NY",2.3,10.93,0.034,0.85
2215,"HADDAM, CT",2.3,4.46,0.041,0.41
2216,"FRANKLINTON, LA",2.3,6.69,0.054,0.82
2217,"GOSHEN, IN",2.3,22.77,0.047,2.43
2218,"HUDSON, NY",2.3,3.41,0.056,0.43
2219,"FOUR CORNERS, FL",2.3,17.91,0.045,1.82
2220,"EDEN, NC",2.3,8.08,0.053,0.97
2221,"EMPORIA, KS",2.3,21.84,0.034,1.68
2222,"HENDERSONVILLE, NC",2.3,19.22,0.031,1.37
2223,"HELENA, AL",2.3,28.03,0.033,2.11
2224,"HUTCHINSON, KS",2.3,5.78,0.052,0.68
2225,"EAST STROUDSBURG, PA",2.3,18.58,0.039,1.64
2226,"GONZALES, LA",2.3,8.9,0.046,0.94
2227,"LEXINGTON, NC",2.3,3.85,0.069,0.6
2228,"FRANKLIN LAKES, NJ",2.3,10.05,0.034,0.77
2229,"GLEN HEAD, NY",2.3,7.15,0.049,0.8
2230,"FRANKLIN, IN",2.3,11.78,0.054,1.44
2231,"LINCOLNTON, NC",2.3,4.57,0.035,0.36
2232,"HARVEY, IL",2.3,12.05,0.054,1.48
2233,"HASBROUCK HEIGHTS, NJ",2.3,15.66,0.041,1.47
2234,"LAURENS, SC",2.3,15.77,0.054,1.93
2235,"AMITYVILLE, NY",2.3,5.1,0.036,0.42
2236,"BATTLE GROUND, WA",2.3,6.49,0.042,0.62
2237,"BLOOMSBURG, PA",2.3,11.78,0.036,0.95
2238,"DE PERE, WI",2.3,8.1,0.041,0.75
2239,"BARNEGAT TOWNSHIP, NJ",2.3,23.47,0.052,2.74
2240,"CEDAR FALLS, IA",2.3,8.43,0.04,0.77
2241,"CHESTERFIELD TOWNSHIP, NJ",2.3,8.04,0.028,0.52
2242,"DANIA BEACH, FL",2.3,6.35,0.038,0.54
2243,"BORDENTOWN, NJ",2.3,32.36,0.026,1.89
2244,"CAYCE, SC",2.3,13.41,0.046,1.38
2245,"CLOSTER, NJ",2.3,10.98,0.033,0.81
2246,"CHESTERFIELD, VA",2.3,10.79,0.052,1.26
2247,"CODY, WY",2.3,8.65,0.053,1.04
2248,"CAMP HILL, PA",2.3,4.81,0.055,0.6
2249,"CHAGRIN FALLS, OH",2.3,8.13,0.033,0.62
2250,"COVINGTON, LA",2.3,4.96,0.05,0.56
2251,"AVON, CT",2.3,17.55,0.015,0.62
2252,"BEDFORD, NH",2.3,12.72,0.024,0.69
2253,"CALIFORNIA, MO",2.3,16.71,0.013,0.48
2254,"TRENTON, GA",2.27,6.01,0.038,0.51
2255,"WALESKA, GA",2.27,15.93,0.032,1.15
2256,"TYRONE, GA",2.27,10.06,0.026,0.58
2257,"VICKSBURG, MS",2.27,4.08,0.04,0.36
2258,"REDAN, GA",2.27,17.14,0.034,1.28
2259,"FOREST LAKE, MN",2.27,18.1,0.029,1.16
2260,"CLOQUET, MN",2.27,5.47,0.033,0.4
2261,"BUTTE, MT",2.26,19.79,0.023,1.02
2262,"CULPEPER, VA",2.215,10.35,0.048,1.01
2263,"JUNEAU, AK",2.2,6.94,0.05,0.74
2264,"ASTORIA, OR",2.195,19.945,0.028,1.18
2265,"SAN LORENZO, CA",2.19,21.32,0.03,1.35
2266,"TEHACHAPI, CA",2.19,7.16,0.032,0.49
2267,"SAN ANSELMO, CA",2.19,10.51,0.035,0.79
2268,"PORTERVILLE, CA",2.19,6.05,0.038,0.49
2269,"MAMMOTH LAKES, CA",2.19,10.37,0.024,0.52
2270,"LOMPOC, CA",2.19,12.51,0.038,1.02
2271,"ORANGEVALE, CA",2.19,14.71,0.033,1.03
2272,"LAWNDALE, CA",2.19,16.36,0.018,0.64
2273,"ATASCADERO, CA",2.19,8.45,0.029,0.52
2274,"BANNING, CA",2.19,10.39,0.039,0.86
2275,"ALTADENA, CA",2.19,14.74,0.029,0.91
2276,"CERES, CA",2.19,16.97,0.026,0.94
2277,"DINUBA, CA",2.19,12.18,0.039,1.01
2278,"ARROYO GRANDE, CA",2.19,6.18,0.027,0.35
2279,"ANDERSON, CA",2.19,18.54,0.019,0.74
2280,"BRISBANE, CA",2.19,15.63,0.026,0.87
2281,"CAMERON PARK, CA",2.19,18.02,0.034,1.3
2282,"SPOTSYLVANIA, VA",2.17,9.34,0.030000000000000002,0.585
2283,"HOLLYWOOD, MD",2.17,7.395,0.015,0.24
2284,"FRANCONIA, VA",2.17,20.244999999999997,0.037,1.54
2285,"WHEATON-GLENMONT, MD",2.165,9.18,0.0215,0.43000000000000005
2286,"WEBSTER, TX",2.16,13.4,0.034,0.95
2287,"PRAIRIE VIEW, TX",2.16,28.3,0.035,2.07
2288,"ORANGE, TX",2.16,8.07,0.017,0.29
2289,"CLUTE, TX",2.16,7.99,0.018,0.31
2290,"CHANNELVIEW, TX",2.16,8.83,0.026,0.48
2291,"WOODSTOCK, MD",2.15,8.53,0.022,0.4
2292,"BENNINGTON, VT",2.15,10.41,0.023,0.5
2293,"BRUNSWICK, ME",2.15,5.84,0.033,0.4
2294,"PINE BLUFF, AR",2.13,4.24,0.031,0.27
2295,"HEBER SPRINGS, AR",2.13,5.1,0.054,0.58
2296,"GREENBRIER, AR",2.13,6.1,0.024,0.31
2297,"BLYTHEVILLE, AR",2.13,19.97,0.051,2.12
2298,"CHINLE, AZ",2.11,9.49,0.025,0.49
2299,"STANWOOD, WA",2.07,13.3,0.04,1.09
2300,"SHELTON, WA",2.07,11.48,0.045,1.06
2301,"SEVIERVILLE, TN",2.07,7.45,0.032,0.49
2302,"SUNRISE, FL",2.07,16.08,0.039,1.28
2303,"SHORT PUMP, VA",2.07,21.9,0.036,1.6
2304,"THE CROSSINGS, FL",2.07,3.69,0.066,0.5
2305,"SENECA, SC",2.07,6.17,0.056,0.71
2306,"ROCKY MOUNT, NC",2.07,16.01,0.05,1.64
2307,"WEST ISLIP, NY",2.07,9.27,0.041,0.77
2308,"TROY, AL",2.07,8.03,0.031,0.51
2309,"ROUND LAKE, IL",2.07,8.06,0.041,0.68
2310,"SOMERSWORTH, NH",2.07,10.67,0.031,0.68
2311,"TENAFLY, NJ",2.07,13.99,0.04,1.13
2312,"TULLAHOMA, TN",2.07,7.16,0.026,0.38
2313,"STEAMBOAT SPRINGS, CO",2.07,49.04,0.031,3.06
2314,"SAPULPA, OK",2.07,4.46,0.037,0.33
2315,"ROCK SPRINGS, WY",2.07,11.35,0.05,1.15
2316,"UNIONTOWN, OH",2.07,10.95,0.025,0.56
2317,"WESLEY CHAPEL, FL",2.07,7.95,0.047,0.76
2318,"SPOKANE VALLEY, WA",2.07,8.82,0.037,0.67
2319,"SHELTON, CT",2.07,15.7,0.038,1.21
2320,"VERNON, CT",2.07,6.91,0.039,0.55
2321,"SYCAMORE, IL",2.07,11.32,0.037,0.85
2322,"WOODMERE, NY",2.07,11.21,0.034,0.78
2323,"WILLOW SPRING, NC",2.07,9.63,0.026,0.51
2324,"WISCONSIN RAPIDS, WI",2.07,2.68,0.05,0.28
2325,"STRATFORD, CT",2.07,8.61,0.033,0.58
2326,"RIVER FALLS, WI",2.07,31.23,0.06,3.85
2327,"SPRINGFIELD, TN",2.07,6.81,0.031,0.43
2328,"TALLADEGA, AL",2.07,22.44,0.046,2.11
2329,"SEDALIA, MO",2.07,25.28,0.052,2.68
2330,"SEBASTIAN, FL",2.07,11.39,0.032,0.75
2331,"SUMAS, WA",2.07,5.3,0.033,0.35
2332,"OCEAN CITY, NJ",2.07,9.64,0.023,0.45
2333,"PELHAM, AL",2.07,8.32,0.034,0.57
2334,"NORTHFIELD, NJ",2.07,31.93,0.01,0.62
2335,"PLAIN CITY, OH",2.07,4.01,0.045,0.37
2336,"MIAMISBURG, OH",2.07,5.21,0.044,0.47
2337,"MCHENRY, IL",2.07,10.17,0.042,0.88
2338,"OZARK, MO",2.07,10.24,0.029,0.61
2339,"PALM BEACH, FL",2.07,13.21,0.032,0.87
2340,"MARKESAN, WI",2.07,9.23,0.023,0.43
2341,"MOSES LAKE, WA",2.07,5.15,0.025,0.26
2342,"MIDDLETOWN, RI",2.07,11.14,0.064,1.46
2343,"MCMURRAY, PA",2.07,5.68,0.037,0.43
2344,"MIDLAND, MI",2.07,8.4,0.046,0.78
2345,"RACINE, WI",2.07,15.95,0.042,1.37
2346,"MACEDONIA, OH",2.07,9.84,0.035,0.7
2347,"NEW CANAAN, CT",2.07,13.1,0.038,1.01
2348,"PERRYSBURG, OH",2.07,6.15,0.057,0.71
2349,"NORTH SALT LAKE, UT",2.07,10.11,0.028,0.57
2350,"MULBERRY, FL",2.07,9.5,0.033,0.65
2351,"ORANGEBURG, NY",2.07,17.47,0.03,1.05
2352,"OXFORD, NC",2.07,27.07,0.045,2.48
2353,"ESTERO, FL",2.07,23.01,0.052,2.46
2354,"FENTON, MO",2.07,12.49,0.031,0.8
2355,"JASPER, IN",2.07,14.15,0.036,1.05
2356,"GREENEVILLE, TN",2.07,7.05,0.048,0.69
2357,"EAST NORTHPORT, NY",2.07,9.54,0.028,0.55
2358,"ENTERPRISE, AL",2.07,4.06,0.04,0.33
2359,"KERNERSVILLE, NC",2.07,4.92,0.029,0.29
2360,"GROVEPORT, OH",2.07,17.26,0.048,1.7
2361,"HERSHEY, PA",2.07,8.24,0.033,0.55
2362,"HILLSDALE, NJ",2.07,3.29,0.05,0.34
2363,"FOREST PARK, IL",2.07,7.62,0.042,0.66
2364,"FORT WALTON BEACH, FL",2.07,8.17,0.041,0.68
2365,"GLENOLDEN, PA",2.07,8.06,0.037,0.6
2366,"JACKSON, WY",2.07,11.07,0.037,0.84
2367,"LATHAM, NY",2.07,8.02,0.033,0.54
2368,"HAYDEN, ID",2.07,6.59,0.051,0.69
2369,"LANETT, AL",2.07,64.46,0.034,4.53
2370,"ELIZABETHTON, TN",2.07,3.23,0.067,0.44
2371,"ENGLEWOOD, CO",2.07,11.31,0.026,0.59
2372,"HADDONFIELD, NJ",2.07,27.95,0.029,1.66
2373,"GREENWOOD, SC",2.07,4.16,0.07,0.59
2374,"FAIRLESS HILLS, PA",2.07,10.37,0.03,0.63
2375,"LAKE WALES, FL",2.07,27.59,0.027,1.51
2376,"LEESVILLE, LA",2.07,20.09,0.034,1.41
2377,"LIBERTYVILLE, IL",2.07,11.26,0.041,0.94
2378,"ITASCA, IL",2.07,10.03,0.026,0.54
2379,"JENSEN BEACH, FL",2.07,10.04,0.051,1.05
2380,"GASTON, SC",2.07,5.86,0.044,0.53
2381,"IRVINGTON, NY",2.07,13.93,0.037,1.05
2382,"FREDON TOWNSHIP, NJ",2.07,14.68,0.054,1.62
2383,"LARCHMONT, NY",2.07,17.11,0.035,1.22
2384,"KAILUA, HI",2.07,9.5,0.021,0.42
2385,"ENDWELL, NY",2.07,10.99,0.053,1.18
2386,"LACONIA, NH",2.07,8.67,0.031,0.55
2387,"IMPERIAL, MO",2.07,7.65,0.044,0.69
2388,"COMMACK, NY",2.07,4.66,0.046,0.44
2389,"DEXTER, MI",2.07,11.12,0.017,0.39
2390,"DANVILLE, VA",2.07,7.06,0.047,0.68
2391,"BOUND BROOK, NJ",2.07,15.71,0.037,1.18
2392,"COCOA BEACH, FL",2.07,6.92,0.051,0.72
2393,"ARDEN, NC",2.07,12.69,0.027,0.69
2394,"BELLE CHASSE, LA",2.07,6.01,0.054,0.66
2395,"ALDAN, PA",2.07,13.14,0.02,0.53
2396,"DECORAH, IA",2.07,10.71,0.027,0.58
2397,"ASHTABULA, OH",2.07,7.23,0.045,0.67
2398,"BATAVIA, NY",2.07,6.68,0.038,0.51
2399,"BROWNSBURG, IN",2.07,10.24,0.05,1.05
2400,"COLD SPRING, KY",2.07,6.93,0.043,0.61
2401,"ATHENS, TN",2.07,21.46,0.034,1.5
2402,"CROMWELL, CT",2.07,9.75,0.039,0.77
2403,"CANON CITY, CO",2.07,12.75,0.031,0.81
2404,"BELLEFONTE, PA",2.07,26.99,0.073,4.02
2405,"CARNEGIE, PA",2.07,5.27,0.025,0.27
2406,"ANACORTES, WA",2.07,9.63,0.038,0.74
2407,"CHAMBERSBURG, PA",2.07,5.83,0.055,0.65
2408,"DELAVAN, WI",2.07,9.3,0.019,0.36
2409,"BALLSTON SPA, NY",2.07,18.46,0.032,1.21
2410,"CHESTERLAND, OH",2.07,21.72,0.038,1.68
2411,"BETHEL, CT",2.07,24.39,0.05,2.51
2412,"SWAMPSCOTT, MA",2.06,9.98,0.013,0.27
2413,"STOW, MA",2.06,10.18,0.01,0.2
2414,"WESTMINSTER, MA",2.06,8.04,0.021,0.34
2415,"SUTTON, MA",2.06,16.38,0.024,0.79
2416,"SOUTHWICK, MA",2.06,11.93,0.021,0.5
2417,"ROCKPORT, MA",2.06,18.59,0.014,0.53
2418,"MILLBURY, MA",2.06,4.23,0.038,0.32
2419,"HARWICH, MA",2.06,9.61,0.017,0.32
2420,"GROTON, MA",2.06,10.62,0.019,0.4
2421,"HUDSON, MA",2.06,8.47,0.017,0.29
2422,"CARLISLE, MA",2.06,16.38,0.008,0.27
2423,"DOVER, MA",2.06,11.12,0.011,0.24
2424,"EAST BRIDGEWATER, MA",2.06,11.27,0.025,0.56
2425,"BANDON, OR",2.055,7.85,0.028,0.43
2426,"WATKINSVILLE, GA",2.05,5.05,0.025,0.26
2427,"LOOKOUT MOUNTAIN, GA",2.05,5.19,0.034,0.36
2428,"MONTCLAIR, VA",2.05,29.91,0.0275,1.6099999999999999
2429,"NORTH DECATUR, GA",2.05,14.36,0.032,0.92
2430,"FREMONT, NE",2.05,7.51,0.05,0.75
2431,"BYRON, GA",2.05,10.05,0.043,0.86
2432,"BLUE RIDGE, GA",2.05,9.37,0.039,0.72
2433,"CHATSWORTH, GA",2.05,8.21,0.062,1.02
2434,"GARDNERVILLE, NV",2.04,10.21,0.033,0.67
2435,"INCLINE VILLAGE, NV",2.04,10.45,0.025,0.52
2436,"OLNEY, MD",2.025,4.619999999999999,0.0205,0.19
2437,"STURGIS, SD",2.02,4.13,0.05,0.41
2438,"HOBBS, NM",2.02,16.76,0.022,0.72
2439,"BRANDYWINE, MD",2.0149999999999997,11.14,0.035500000000000004,0.8
2440,"GLENN DALE, MD",2.005,14.145,0.038,1.03
2441,"KING GEORGE, VA",1.9849999999999999,19.22,0.028999999999999998,1.08
2442,"WORTHINGTON, MN",1.98,13.29,0.053,1.35
2443,"MARSHALL, MN",1.98,14.78,0.032,0.91
2444,"OTSEGO, MN",1.98,12.12,0.018,0.42
